"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LOC4097921",0,2.74228931494519,0.776,0.064,0,"Glial cell","LOC409792"
"LOC410151",0,2.700566113122,0.922,0.022,0,"Glial cell","LOC410151"
"LOC410380",0,2.59649216371402,0.597,0.063,0,"Glial cell","LOC410380"
"LOC100578068",0,2.54528308991523,0.863,0.155,0,"Glial cell","LOC100578068"
"LOC4112641",0,2.4376853069176,0.936,0.167,0,"Glial cell","LOC411264"
"LOC725964",0,2.08632041787123,0.606,0.029,0,"Glial cell","LOC725964"
"LOC410860",0,2.06995746389053,0.593,0.053,0,"Glial cell","LOC410860"
"LOC5035051",0,2.02944406698321,0.844,0.136,0,"Glial cell","LOC503505"
"LOC408718",0,1.96721614920763,0.487,0.031,0,"Glial cell","LOC408718"
"LOC411248",0,1.74340600338973,0.499,0.032,0,"Glial cell","LOC411248"
"LOC102656585",0,1.65412479713202,0.531,0.021,0,"Glial cell","LOC102656585"
"LOC4092281",0,1.65037305131294,0.913,0.083,0,"Glial cell","LOC409228"
"LOC724781",0,1.63070547235607,0.696,0.009,0,"Glial cell","LOC724781"
"LOC1005763691",0,1.62792239105143,0.668,0.088,0,"Glial cell","LOC100576369"
"LOC100577456",0,1.61849346855385,0.387,0.014,0,"Glial cell","LOC100577456"
"LOC408695",0,1.55306897214354,0.691,0.101,0,"Glial cell","LOC408695"
"LOC411124",0,1.54762821617027,0.616,0.058,0,"Glial cell","LOC411124"
"LOC411396",0,1.54099134384094,0.568,0.039,0,"Glial cell","LOC411396"
"LOC100576249",0,1.49975682534036,0.584,0.017,0,"Glial cell","LOC100576249"
"LOC1005761961",0,1.35672069833769,0.577,0.055,0,"Glial cell","LOC100576196"
"LOC409924",0,1.27928072925803,0.407,0.008,0,"Glial cell","LOC409924"
"LOC727092",0,1.27015789137522,0.522,0.025,0,"Glial cell","LOC727092"
"LOC409467",0,1.15898764609455,0.375,0.006,0,"Glial cell","LOC409467"
"LOC7257241",0,1.05614961654365,0.561,0.032,0,"Glial cell","LOC725724"
"LOC408797",0,1.03568228510828,0.419,0.011,0,"Glial cell","LOC408797"
"LOC551529",0,1.01940341650979,0.421,0.021,0,"Glial cell","LOC551529"
"LOC410456",0,1.0155486935312,0.391,0.016,0,"Glial cell","LOC410456"
"LOC727479",0,1.00873326140013,0.33,0.004,0,"Glial cell","LOC727479"
"LOC412890",0,0.994433984094707,0.494,0.019,0,"Glial cell","LOC412890"
"LOC727146",0,0.992854083222681,0.389,0.022,0,"Glial cell","LOC727146"
"LOC726210",0,0.991074776251103,0.538,0.044,0,"Glial cell","LOC726210"
"LOC413466",0,0.98255215391428,0.387,0.005,0,"Glial cell","LOC413466"
"LOC726322",0,0.979441906160977,0.533,0.011,0,"Glial cell","LOC726322"
"LOC413289",0,0.897906179666143,0.515,0.033,0,"Glial cell","LOC413289"
"LOC410296",0,0.894516763317128,0.396,0.014,0,"Glial cell","LOC410296"
"LOC411611",0,0.877511532527093,0.281,0.008,0,"Glial cell","LOC411611"
"LOC409208",0,0.857735543941315,0.378,0.006,0,"Glial cell","LOC409208"
"LOC1005783371",0,0.823611303568295,0.494,0.03,0,"Glial cell","LOC100578337"
"LOC408926",0,0.789495336124217,0.311,0.005,0,"Glial cell","LOC408926"
"LOC724546",0,0.705552656160207,0.323,0.01,0,"Glial cell","LOC724546"
"LOC411976",0,0.649344366516404,0.373,0.009,0,"Glial cell","LOC411976"
"LOC409016",0,0.617921877801176,0.325,0.012,0,"Glial cell","LOC409016"
"LOC113219267",0,0.582322387211134,0.332,0.001,0,"Glial cell","LOC113219267"
"LOC100577543",0,0.550784611114122,0.275,0.006,0,"Glial cell","LOC100577543"
"LOC724439",0,0.547361786455606,0.291,0.002,0,"Glial cell","LOC724439"
"LOC408888",0,0.54135412116939,0.279,0.004,0,"Glial cell","LOC408888"
"LOC107965599",0,0.525223362764294,0.272,0.003,0,"Glial cell","LOC107965599"
"LOC410041",8.84394506595601e-308,1.00897146432062,0.51,0.048,8.85102022200877e-304,"Glial cell","LOC410041"
"LOC408787",1.11847164178012e-294,0.649174886922566,0.265,0.008,1.11936641909354e-290,"Glial cell","LOC408787"
"LOC1005776031",2.66433858826311e-290,0.556224100689496,0.357,0.02,2.66647005913372e-286,"Glial cell","LOC100577603"
"LOC408696",1.10873993368201e-289,0.974542690854698,0.432,0.035,1.10962692562896e-285,"Glial cell","LOC408696"
"LOC409043",6.46964777289319e-284,1.70976906864231,0.327,0.017,6.4748234911115e-280,"Glial cell","LOC409043"
"LOC408462",2.29193387885461e-280,0.665164628794296,0.281,0.011,2.29376742595769e-276,"Glial cell","LOC408462"
"LOC100576132",9.89808873029559e-279,0.593859192533975,0.3,0.013,9.90600720127983e-275,"Glial cell","LOC100576132"
"LOC102654111",2.76350320280016e-277,0.637224593743525,0.286,0.012,2.7657140053624e-273,"Glial cell","LOC102654111"
"LOC726457",1.20475967538966e-272,0.697142676516367,0.279,0.012,1.20572348312997e-268,"Glial cell","LOC726457"
"LOC4084291",1.36981944478165e-269,1.9096307193258,0.899,0.206,1.37091530033748e-265,"Glial cell","LOC408429"
"LOC113219210",2.40607662475452e-267,0.833899459574196,0.513,0.057,2.40800148605433e-263,"Glial cell","LOC113219210"
"LOC410671",3.73890064813797e-267,0.898129987628411,0.568,0.071,3.74189176865648e-263,"Glial cell","LOC410671"
"LOC5512591",8.47316531870461e-263,1.99455194600202,0.746,0.128,8.47994385095957e-259,"Glial cell","LOC551259"
"LOC4129161",1.40472610358121e-250,1.76283167349987,0.609,0.097,1.40584988446408e-246,"Glial cell","LOC412916"
"LOC411729",1.02362761079468e-249,1.03012392658463,0.435,0.042,1.02444651288331e-245,"Glial cell","LOC411729"
"LOC4111571",2.4338930752935e-249,2.20011079178946,0.767,0.174,2.43584018975373e-245,"Glial cell","LOC411157"
"LOC726040",4.42182229520586e-232,1.28377743535054,0.554,0.081,4.42535975304203e-228,"Glial cell","LOC726040"
"LOC725870",2.04927630705983e-230,0.918907299684354,0.334,0.025,2.05091572810548e-226,"Glial cell","LOC725870"
"LOC408563",1.94463685304176e-226,0.58595235361291,0.325,0.024,1.94619256252419e-222,"Glial cell","LOC408563"
"LOC100577530",2.78390787792689e-222,0.612784001751126,0.311,0.022,2.78613500422923e-218,"Glial cell","LOC100577530"
"LOC7252901",6.34560362870207e-222,2.02927850503294,0.95,0.434,6.35068011160503e-218,"Glial cell","LOC725290"
"LOC4084801",1.69343415746107e-217,1.01030413930168,0.444,0.052,1.69478890478703e-213,"Glial cell","LOC408480"
"For1",1.22480432451718e-214,1.27495651260789,0.616,0.102,1.22578416797679e-210,"Glial cell","For"
"LOC551628",7.61139021086301e-208,0.875874394896478,0.382,0.04,7.6174793230317e-204,"Glial cell","LOC551628"
"LOC4125401",1.13913465262228e-198,1.26854236886633,0.304,0.024,1.14004596034438e-194,"Glial cell","LOC412540"
"LOC7270911",2.80579189734633e-198,1.22527076818367,0.741,0.157,2.80803653086421e-194,"Glial cell","LOC727091"
"LOC1005785191",5.84444283100403e-198,0.834760284697889,0.533,0.083,5.84911838526883e-194,"Glial cell","LOC100578519"
"LOC409530",9.06319136638628e-197,0.647885897550908,0.339,0.031,9.07044191947939e-193,"Glial cell","LOC409530"
"LOC4107061",1.31111211049635e-182,1.85145578685644,0.689,0.145,1.31216100018475e-178,"Glial cell","LOC410706"
"LOC411058",1.49441632032292e-181,0.691068029620383,0.348,0.037,1.49561185337918e-177,"Glial cell","LOC411058"
"LOC411502",2.63659131718287e-179,0.779925382354263,0.286,0.024,2.63870059023662e-175,"Glial cell","LOC411502"
"LOC551804",5.09224011624899e-174,0.706214492413198,0.35,0.039,5.09631390834199e-170,"Glial cell","LOC551804"
"LOC551086",1.99343248257353e-165,0.63445451859638,0.407,0.057,1.99502722855959e-161,"Glial cell","LOC551086"
"LOC102654507",2.56426481735382e-165,1.13849962469067,0.574,0.123,2.56631622920771e-161,"Glial cell","LOC102654507"
"LOC102654510",1.13329525610803e-161,0.394565410293948,0.307,0.031,1.13420189231292e-157,"Glial cell","LOC102654510"
"LOC410756",3.99678097584388e-160,1.64801103942627,0.357,0.047,3.99997840062456e-156,"Glial cell","LOC410756"
"LOC5525451",8.17621877696122e-160,2.31146795043648,0.616,0.166,8.18275975198279e-156,"Glial cell","LOC552545"
"LOC724973",1.22962265388976e-158,1.40756985308941,0.771,0.272,1.23060635201287e-154,"Glial cell","LOC724973"
"LOC5523581",1.01389745437815e-157,1.66502554066534,0.735,0.227,1.01470857234165e-153,"Glial cell","LOC552358"
"LOC1026563541",1.09659787384496e-157,1.69850976331381,0.638,0.173,1.09747515214404e-153,"Glial cell","LOC102656354"
"GlnS1",3.98070237802954e-156,1.86081005479314,0.842,0.373,3.98388693993196e-152,"Glial cell","GlnS"
"LOC551744",3.41799570903098e-155,0.573339635016153,0.309,0.034,3.4207301055982e-151,"Glial cell","LOC551744"
"LOC552734",4.73349061777698e-154,0.559919614513485,0.352,0.046,4.73727741027121e-150,"Glial cell","LOC552734"
"LOC4088221",2.66526227303438e-152,0.534254676217211,0.625,0.13,2.66739448285281e-148,"Glial cell","LOC408822"
"LOC413676",1.90982212302368e-150,0.752962979167508,0.263,0.025,1.9113499807221e-146,"Glial cell","LOC413676"
"LOC4130711",3.62827956532575e-150,0.780267230616229,0.499,0.089,3.63118218897801e-146,"Glial cell","LOC413071"
"LOC7252331",7.70217050562612e-150,0.754561031662951,0.586,0.12,7.70833224203062e-146,"Glial cell","LOC725233"
"LOC7242691",6.61115662832547e-149,1.35500936753933,0.709,0.201,6.61644555362813e-145,"Glial cell","LOC724269"
"LOC4109511",3.74172757541027e-147,2.43247845208751,0.982,0.812,3.74472095747059e-143,"Glial cell","LOC410951"
"LOC413620",1.36479141283963e-146,1.82166106594585,0.572,0.146,1.3658832459699e-142,"Glial cell","LOC413620"
"LOC100576383",2.13646327811776e-146,1.51470716680634,0.492,0.102,2.13817244874025e-142,"Glial cell","LOC100576383"
"LOC100576471",1.31760656658376e-145,1.31062354004453,0.375,0.057,1.31866065183703e-141,"Glial cell","LOC100576471"
"LOC724497",5.16272127593301e-142,1.45135328355144,0.396,0.069,5.16685145295376e-138,"Glial cell","LOC724497"
"LOC412810",2.73127500594467e-140,1.13305089538483,0.648,0.19,2.73346002594942e-136,"Glial cell","LOC412810"
"LOC7256211",2.34599347348796e-135,0.734658233444356,0.423,0.075,2.34787026826675e-131,"Glial cell","LOC725621"
"LOC4133241",3.502946236773e-135,0.815091226138117,0.428,0.079,3.50574859376242e-131,"Glial cell","LOC413324"
"LOC4101661",1.40682948302677e-133,0.816534947336856,0.451,0.082,1.40795494661319e-129,"Glial cell","LOC410166"
"LOC725192",1.02403186549933e-128,0.68807282277595,0.293,0.037,1.02485109099173e-124,"Glial cell","LOC725192"
"LOC411365",1.31787109352453e-124,1.20030393533924,0.421,0.084,1.31892539039935e-120,"Glial cell","LOC411365"
"LOC726302",1.31891722749871e-124,0.753095341759202,0.398,0.073,1.31997236128071e-120,"Glial cell","LOC726302"
"LOC410905",2.40251795933476e-124,0.574011367758606,0.275,0.034,2.40443997370223e-120,"Glial cell","LOC410905"
"LOC410758",1.09887384661353e-123,1.62729131250912,0.998,0.971,1.09975294569082e-119,"Glial cell","LOC410758"
"LOC725588",2.0873365518522e-122,0.651450036473812,0.325,0.049,2.08900642109368e-118,"Glial cell","LOC725588"
"LOC1132188111",2.77509294948671e-120,0.371998287883265,0.254,0.029,2.7773130238463e-116,"Glial cell","LOC113218811"
"LOC726321",1.77692666737955e-118,1.55189917081564,0.712,0.287,1.77834820871346e-114,"Glial cell","LOC726321"
"LOC725439",5.88303904351521e-117,0.536891673102335,0.4,0.073,5.88774547475002e-113,"Glial cell","LOC725439"
"LOC411820",6.88895454937113e-114,0.462808015187685,0.272,0.037,6.89446571301062e-110,"Glial cell","LOC411820"
"LOC4102781",1.40669782094892e-113,0.726874085617217,0.403,0.082,1.40782317920568e-109,"Glial cell","LOC410278"
"LOC7248531",8.4765663120899e-113,0.527882181854446,0.277,0.037,8.48334756513957e-109,"Glial cell","LOC724853"
"LOC7248701",2.51596294437942e-111,0.647104494407405,0.517,0.13,2.51797571473492e-107,"Glial cell","LOC724870"
"LOC4108211",2.11829541925446e-110,0.679837702211412,0.384,0.073,2.11999005558986e-106,"Glial cell","LOC410821"
"LOC408836",1.09158337592521e-109,1.06449359356946,0.606,0.204,1.09245664262595e-105,"Glial cell","LOC408836"
"LOC4111581",2.24139075279399e-107,1.02999571251136,0.481,0.116,2.24318386539622e-103,"Glial cell","LOC411158"
"LOC408920",2.28819305771679e-107,0.90534358994021,0.593,0.195,2.29002361216296e-103,"Glial cell","LOC408920"
"LOC5513601",1.69982348573022e-106,0.517202882339576,0.501,0.115,1.7011833445188e-102,"Glial cell","LOC551360"
"LOC7251171",4.72069520896699e-104,0.906610872395139,0.551,0.166,4.72447176513417e-100,"Glial cell","LOC725117"
"LOC4097221",1.77795076638356e-103,0.402671312721589,0.288,0.042,1.77937312699667e-99,"Glial cell","LOC409722"
"LOC7273701",4.84376900692679e-103,0.470400930077606,0.339,0.06,4.84764402213234e-99,"Glial cell","LOC727370"
"LOC4105171",5.52417810946862e-103,0.816722270814334,0.549,0.16,5.52859745195619e-99,"Glial cell","LOC410517"
"LOC5517701",1.32894370361967e-102,0.658086397148959,0.398,0.087,1.33000685858257e-98,"Glial cell","LOC551770"
"LOC724417",1.57684972660952e-102,1.18677540784379,0.636,0.241,1.5781112063908e-98,"Glial cell","LOC724417"
"LOC1005771381",2.690921308763e-101,0.86227197270241,0.565,0.172,2.69307404581001e-97,"Glial cell","LOC100577138"
"LOC1005786001",7.3722230761343e-99,0.424125976549174,0.284,0.045,7.37812085459521e-95,"Glial cell","LOC100578600"
"LOC408818",5.89036307948227e-97,0.596121515865371,0.446,0.109,5.89507536994586e-93,"Glial cell","LOC408818"
"LOC411229",9.81505261574244e-96,0.939710664141452,0.323,0.063,9.82290465783503e-92,"Glial cell","LOC411229"
"Ip3k1",5.78578211340541e-92,0.473605377476129,0.343,0.069,5.79041073909614e-88,"Glial cell","Ip3k"
"LOC4088101",1.02628794581491e-90,0.822122844307627,0.803,0.37,1.02710897617156e-86,"Glial cell","LOC408810"
"LOC5511681",4.32002662637514e-89,0.528512131933103,0.359,0.079,4.32348264767624e-85,"Glial cell","LOC551168"
"LOC113219215",2.19130775405684e-87,0.74191869916427,0.318,0.064,2.19306080026008e-83,"Glial cell","LOC113219215"
"LOC410322",3.36417648944584e-83,1.11979278407208,0.732,0.362,3.36686783063739e-79,"Glial cell","LOC410322"
"Tret11",2.91803550327435e-81,0.46502980656896,0.38,0.088,2.92036993167697e-77,"Glial cell","Tret1"
"LOC4088721",8.11449452765149e-80,0.512199476797497,0.279,0.051,8.12098612327361e-76,"Glial cell","LOC408872"
"Fabp",5.98199401377014e-78,0.736668842075035,0.467,0.147,5.98677960898116e-74,"Glial cell","Fabp"
"LOC412543",2.17565184140672e-76,0.495582973050795,0.314,0.07,2.17739236287985e-72,"Glial cell","LOC412543"
"LOC413427",2.59282191730099e-76,0.565371059276344,0.261,0.05,2.59489617483483e-72,"Glial cell","LOC413427"
"LOC410609",7.49909334994685e-76,0.69387322871509,0.362,0.089,7.50509262462681e-72,"Glial cell","LOC410609"
"LOC7258851",1.02034107699441e-70,1.46956197476536,0.892,0.741,1.021157349856e-66,"Glial cell","LOC725885"
"LOC412801",1.89393317989171e-70,1.26811422542709,0.796,0.456,1.89544832643563e-66,"Glial cell","LOC412801"
"LOC7243331",2.16215661617543e-70,0.640918094610436,0.6,0.236,2.16388634146837e-66,"Glial cell","LOC724333"
"LOC100578557",2.39121106301303e-70,0.293140831011521,0.366,0.089,2.39312403186344e-66,"Glial cell","LOC100578557"
"LOC7257751",1.38185555522207e-69,0.425153426878774,0.275,0.056,1.38296103966625e-65,"Glial cell","LOC725775"
"LOC102654353",4.72548727169821e-69,0.406691663173225,0.279,0.06,4.72926766151557e-65,"Glial cell","LOC102654353"
"LOC409752",5.15873372608619e-67,0.879709783350786,0.803,0.488,5.16286071306706e-63,"Glial cell","LOC409752"
"LOC4104541",7.56499489213691e-67,1.02086054312764,0.297,0.07,7.57104688805062e-63,"Glial cell","LOC410454"
"LOC7256141",3.95348849950467e-65,0.429502092735593,0.398,0.11,3.95665129030427e-61,"Glial cell","LOC725614"
"LOC4130431",5.87147357628474e-65,0.381594446869226,0.339,0.085,5.87617075514577e-61,"Glial cell","LOC413043"
"LOC412956",6.55816756919081e-65,1.23140184273036,0.851,0.615,6.56341410324616e-61,"Glial cell","LOC412956"
"LOC4133861",2.23569147743803e-63,0.608633002000632,0.272,0.062,2.23748003061998e-59,"Glial cell","LOC413386"
"LOC7241771",1.48083586697321e-61,0.94656733650031,0.643,0.32,1.48202053566679e-57,"Glial cell","LOC724177"
"LOC5527091",9.8237333958741e-61,0.900698235084477,0.934,0.787,9.83159238259079e-57,"Glial cell","LOC552709"
"LOC7258191",7.11565559625211e-60,0.887269206997547,0.339,0.1,7.12134812072911e-56,"Glial cell","LOC725819"
"LOC4106491",2.96445112515708e-59,0.889887736161976,0.451,0.168,2.9668226860572e-55,"Glial cell","LOC410649"
"LOC4084441",2.03666725580623e-57,0.554743355256836,0.32,0.086,2.03829658961087e-53,"Glial cell","LOC408444"
"uzip",1.11463272286338e-56,1.24815342213507,0.634,0.343,1.11552442904167e-52,"Glial cell","uzip"
"LOC411083",8.04420172130949e-55,1.61824280699987,0.993,0.993,8.05063708268654e-51,"Glial cell","LOC411083"
"LOC725331",2.66811285044433e-53,0.404126508748506,0.295,0.082,2.67024734072468e-49,"Glial cell","LOC725331"
"LOC725269",4.92159162527026e-52,0.672127220391969,0.453,0.187,4.92552889857047e-48,"Glial cell","LOC725269"
"LOC7268661",2.60330141059655e-51,0.455378363052433,0.455,0.172,2.60538405172503e-47,"Glial cell","LOC726866"
"LOC4102991",4.00369703852129e-51,0.405142224943639,0.499,0.191,4.00689999615211e-47,"Glial cell","LOC410299"
"LOC409085",8.35828842999594e-51,0.362326242074335,0.297,0.085,8.36497506073993e-47,"Glial cell","LOC409085"
"LOC408467",2.29267263115039e-49,0.379044343346986,0.261,0.069,2.29450676925531e-45,"Glial cell","LOC408467"
"LOC7258781",7.05854043735217e-49,0.508353706042092,0.442,0.172,7.06418726970205e-45,"Glial cell","LOC725878"
"LOC4082851",4.88611314282724e-48,0.433841811496652,0.394,0.141,4.89002203334151e-44,"Glial cell","LOC408285"
"LOC100578662",4.92533149017676e-48,0.893118168436477,0.295,0.091,4.9292717553689e-44,"Glial cell","LOC100578662"
"LOC4088671",3.51666191949395e-46,0.78802936116372,0.508,0.237,3.51947524902954e-42,"Glial cell","LOC408867"
"LOC5523971",1.81686162084537e-45,0.45695201809973,0.437,0.17,1.81831511014204e-41,"Glial cell","LOC552397"
"LOC552604",3.16631186180143e-44,0.744484183410897,0.684,0.42,3.16884491129087e-40,"Glial cell","LOC552604"
"LOC409556",1.64807990601248e-43,0.35895234928104,0.309,0.101,1.64939836993729e-39,"Glial cell","LOC409556"
"LOC4124581",7.4550430277312e-43,0.278057199586176,0.268,0.076,7.46100706215338e-39,"Glial cell","LOC412458"
"LOC5509301",3.79216239152908e-42,0.759943628611243,0.817,0.62,3.7951961214423e-38,"Glial cell","LOC550930"
"LOC5515581",1.0775088638975e-40,0.369312376590206,0.616,0.334,1.07837087098862e-36,"Glial cell","LOC551558"
"LOC4099191",1.12334342002627e-39,0.320966753411723,0.272,0.083,1.12424209476229e-35,"Glial cell","LOC409919"
"LOC409956",1.243807969935e-38,1.16505221889228,0.831,0.785,1.24480301631094e-34,"Glial cell","LOC409956"
"LOC1005777981",2.54449688414158e-38,0.331315598331707,0.334,0.115,2.54653248164889e-34,"Glial cell","LOC100577798"
"LOC4088241",3.35970650996213e-38,1.46614746713813,0.41,0.203,3.3623942751701e-34,"Glial cell","LOC408824"
"LOC551957",3.40521626898134e-38,0.850309639924793,0.609,0.368,3.40794044199652e-34,"Glial cell","LOC551957"
"LOC7265471",4.44199123554457e-38,0.418635307737314,0.416,0.172,4.44554482853301e-34,"Glial cell","LOC726547"
"LOC724718",1.33816899847906e-37,0.536802213258108,0.485,0.24,1.33923953367785e-33,"Glial cell","LOC724718"
"LOC5519461",1.70590240988871e-37,0.420689270878159,0.359,0.139,1.70726713181662e-33,"Glial cell","LOC551946"
"LOC1005770281",9.22161429539605e-36,0.427717060195427,0.318,0.119,9.22899158683237e-32,"Glial cell","LOC100577028"
"LOC724287",5.48937509371134e-34,1.05396798622388,0.785,0.589,5.49376659378631e-30,"Glial cell","LOC724287"
"LOC411724",6.05038705400695e-34,0.41776919500769,0.403,0.18,6.05522736365015e-30,"Glial cell","LOC411724"
"E741",9.94582394925374e-34,0.52996942840914,0.444,0.215,9.95378060841314e-30,"Glial cell","E74"
"LOC4103691",5.08753402111867e-33,0.467866917680605,0.478,0.228,5.09160404833557e-29,"Glial cell","LOC410369"
"LOC4112771",7.60928788598896e-31,0.453183323074199,0.531,0.288,7.61537531629775e-27,"Glial cell","LOC411277"
"LOC409966",1.53746821333588e-30,0.662788640709003,0.288,0.113,1.53869818790655e-26,"Glial cell","LOC409966"
"LOC413669",5.47196025044756e-30,0.869128740669502,0.773,0.635,5.47633781864791e-26,"Glial cell","LOC413669"
"LOC413265",8.46689761633117e-30,0.294844154586978,0.261,0.094,8.47367113442424e-26,"Glial cell","LOC413265"
"LOC4087251",2.75909948035527e-29,0.517873173043658,0.625,0.402,2.76130675993956e-25,"Glial cell","LOC408725"
"Foxp",1.29607033592326e-28,1.4305561704747,0.696,0.668,1.297107192192e-24,"Glial cell","Foxp"
"LOC726243",4.58993741600877e-28,0.439089806384899,0.547,0.312,4.59360936594158e-24,"Glial cell","LOC726243"
"LOC412859",1.11807164753832e-27,0.950186573672444,0.446,0.233,1.11896610485635e-23,"Glial cell","LOC412859"
"LOC408435",6.33883313473882e-27,0.996980079974453,0.334,0.163,6.34390420124661e-23,"Glial cell","LOC408435"
"LOC7266971",1.36472514169034e-26,0.512346758206526,0.423,0.223,1.3658169218037e-22,"Glial cell","LOC726697"
"LOC4098511",5.32079870571868e-26,1.16496895496468,0.581,0.407,5.32505534468326e-22,"Glial cell","LOC409851"
"LOC4092881",9.5976126140988e-26,0.477974826881184,0.554,0.342,9.60529070419008e-22,"Glial cell","LOC409288"
"LOC410803",1.73889099625852e-25,0.765311411476263,0.474,0.293,1.74028210905553e-21,"Glial cell","LOC410803"
"LOC724663",5.60249499635802e-25,0.298631343750845,0.373,0.18,5.60697699235511e-21,"Glial cell","LOC724663"
"LOC4122171",7.72990870000582e-25,0.929875780331449,0.606,0.415,7.73609262696583e-21,"Glial cell","LOC412217"
"LOC4092551",8.47777878499893e-25,0.329036565807521,0.403,0.204,8.48456100802693e-21,"Glial cell","LOC409255"
"LOC408500",3.27170098499393e-24,0.766334810256475,0.613,0.451,3.27431834578193e-20,"Glial cell","LOC408500"
"LOC4095391",4.34246141251519e-24,0.513898505022741,0.437,0.239,4.3459353816452e-20,"Glial cell","LOC409539"
"Per1",1.45295740800326e-23,0.306330787067094,0.373,0.179,1.45411977392966e-19,"Glial cell","Per"
"LOC5508181",1.698507620735e-23,0.596832144441139,0.652,0.471,1.69986642683159e-19,"Glial cell","LOC550818"
"LOC409640",1.7843032684834e-23,1.27490144334,0.506,0.349,1.78573071109819e-19,"Glial cell","LOC409640"
"LOC4133321",4.65776139770607e-23,0.422997660299643,0.458,0.257,4.66148760682423e-19,"Glial cell","LOC413332"
"LOC4128971",2.68003976597093e-22,0.506667628267435,0.412,0.23,2.68218379778371e-18,"Glial cell","LOC412897"
"LOC4134101",1.01238294695539e-21,0.758733461124081,0.627,0.5,1.01319285331296e-17,"Glial cell","LOC413410"
"LOC7267091",2.36111428681219e-21,0.553627916952646,0.609,0.432,2.36300317824163e-17,"Glial cell","LOC726709"
"LOC7252481",3.82438761789683e-21,0.355489312267265,0.54,0.335,3.82744712799115e-17,"Glial cell","LOC725248"
"LOC409546",1.28698245671171e-20,0.409181482308253,0.362,0.192,1.28801204267708e-16,"Glial cell","LOC409546"
"LOC4107411",1.62213137531813e-20,0.342129139268326,0.281,0.123,1.62342908041838e-16,"Glial cell","LOC410741"
"LOC411355",6.23171370010999e-20,0.377704852623643,0.263,0.121,6.23669907107008e-16,"Glial cell","LOC411355"
"LOC100577587",6.3484264950361e-20,0.352415207172018,0.373,0.204,6.35350523623213e-16,"Glial cell","LOC100577587"
"LOC4121661",8.29968747352984e-20,0.346834803740595,0.343,0.174,8.30632722350866e-16,"Glial cell","LOC412166"
"LOC411288",1.47327564527271e-19,0.621143036532203,0.984,0.965,1.47445426578893e-15,"Glial cell","LOC411288"
"LOC4100781",1.74723095665271e-19,0.319685698481222,0.394,0.212,1.74862874141803e-15,"Glial cell","LOC410078"
"LOC410785",7.3297938220569e-19,0.546957427302645,0.828,0.706,7.33565765711455e-15,"Glial cell","LOC410785"
"LOC4109531",7.07641165847844e-18,0.318239073029823,0.343,0.186,7.08207278780523e-14,"Glial cell","LOC410953"
"LOC1005779981",7.42066492946006e-18,0.34917233113114,0.4,0.225,7.42660146140363e-14,"Glial cell","LOC100577998"
"LOC413557",7.55187792796767e-18,0.798104784608927,0.638,0.52,7.55791943031004e-14,"Glial cell","LOC413557"
"LOC724344",1.22139484002339e-17,0.507871208083962,0.863,0.813,1.22237195589541e-13,"Glial cell","LOC724344"
"LOC410600",2.28791995783634e-17,0.537091910385276,0.638,0.485,2.28975029380261e-13,"Glial cell","LOC410600"
"LOC4101171",2.82648690509391e-17,0.429536917088514,0.593,0.911,2.82874809461798e-13,"Glial cell","LOC410117"
"LOC100578102",9.93035489018189e-17,0.896728693557574,0.888,0.862,9.93829917409403e-13,"Glial cell","LOC100578102"
"LOC7249331",2.30270309638858e-16,0.305234831110517,0.796,0.71,2.30454525886569e-12,"Glial cell","LOC724933"
"LOC4103621",3.67508160515578e-16,0.378931042804364,0.483,0.306,3.6780216704399e-12,"Glial cell","LOC410362"
"LOC413029",1.13278951950991e-15,0.565319033404747,0.611,0.5,1.13369575112552e-11,"Glial cell","LOC413029"
"LOC409849",1.36332806373593e-15,0.339468916785201,0.529,0.343,1.36441872618692e-11,"Glial cell","LOC409849"
"LOC4089601",2.74952138878195e-15,0.518792230684947,0.737,0.585,2.75172100589298e-11,"Glial cell","LOC408960"
"LOC4104231",2.99051348057086e-15,0.478070759578296,0.771,0.647,2.99290589135532e-11,"Glial cell","LOC410423"
"LOC551213",4.06227765126725e-15,0.287023454017988,0.268,0.139,4.06552747338826e-11,"Glial cell","LOC551213"
"LOC4110541",2.81532948891602e-14,0.350251797537895,0.311,0.175,2.81758175250716e-10,"Glial cell","LOC411054"
"LOC4093461",4.80536624220283e-14,0.420120027769604,0.38,0.237,4.80921053519659e-10,"Glial cell","LOC409346"
"LOC413616",1.92310703618852e-13,0.476513527486906,0.355,0.22,1.92464552181747e-09,"Glial cell","LOC413616"
"LOC409383",3.29021447961049e-13,0.407195733050513,0.371,0.232,3.29284665119418e-09,"Glial cell","LOC409383"
"LOC727237",4.57138894560639e-13,0.450555426431737,0.293,0.166,4.57504605676288e-09,"Glial cell","LOC727237"
"LOC1132193831",5.61004601574774e-13,0.331482202061586,0.43,0.283,5.61453405256034e-09,"Glial cell","LOC113219383"
"LOC408661",6.64779826174587e-13,0.272982432819691,0.629,0.462,6.65311650035527e-09,"Glial cell","LOC408661"
"LOC5522211",3.22461608851809e-12,0.426086254225851,0.501,0.377,3.2271957813889e-08,"Glial cell","LOC552221"
"Dll1",3.49761852400955e-12,0.357620890418515,0.81,0.729,3.50041661882876e-08,"Glial cell","Dll"
