"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LOC107965043",4.26723621522583e-144,0.631006663191252,0.45,0.099,4.27065000419801e-140,"Neuron","LOC107965043"
"LOC408662",2.56288764564808e-143,0.597679349077443,0.474,0.124,2.5649379557646e-139,"Neuron","LOC408662"
"LOC409893",1.1670183420821e-142,0.671676119309047,0.795,0.502,1.16795195675577e-138,"Neuron","LOC409893"
"LOC408653",1.46928346626777e-142,0.522373130137247,0.374,0.039,1.47045889304079e-138,"Neuron","LOC408653"
"LOC100577343",1.86755896284297e-142,0.627779261194017,0.54,0.188,1.86905301001324e-138,"Neuron","LOC100577343"
"LOC726039",2.13259994925934e-142,0.581763571165515,0.357,0.027,2.13430602921875e-138,"Neuron","LOC726039"
"LOC724243",3.25018657881216e-141,0.755355131054472,0.986,0.895,3.25278672807521e-137,"Neuron","LOC724243"
"LOC102655100",3.56319152429497e-141,1.17696775661995,0.722,0.475,3.56604207751441e-137,"Neuron","LOC102655100"
"LOC412994",3.49339349361607e-139,0.81602901579015,0.516,0.16,3.49618820841096e-135,"Neuron","LOC412994"
"NLG-3",1.13936190250192e-138,0.914896431623583,0.474,0.127,1.14027339202392e-134,"Neuron","NLG-3"
"LOC408828",6.17246896792747e-138,0.7195742420559,0.468,0.126,6.17740694310181e-134,"Neuron","LOC408828"
"LOC409565",8.04696264379012e-138,0.604160751606425,0.362,0.036,8.05340021390515e-134,"Neuron","LOC409565"
"LOC100820634",3.73790217501145e-137,0.701891604784531,0.775,0.458,3.74089249675146e-133,"Neuron","LOC100820634"
"LOC100577600",1.08466332703939e-136,0.694695496650635,0.493,0.146,1.08553105770102e-132,"Neuron","LOC100577600"
"LOC413791",1.82892924977283e-136,0.576882547791591,0.727,0.395,1.83039239317265e-132,"Neuron","LOC413791"
"LOC412332",2.51660931287917e-136,0.652699746731292,0.6,0.268,2.51862260032947e-132,"Neuron","LOC412332"
"LOC408278",7.05903711007723e-136,0.660990532813019,0.458,0.111,7.06468433976529e-132,"Neuron","LOC408278"
"LOC412081",1.72714052242115e-134,0.635725133908534,0.517,0.178,1.72852223483908e-130,"Neuron","LOC412081"
"LOC100578170",2.48032077845008e-134,0.520533299167817,0.382,0.057,2.48230503507284e-130,"Neuron","LOC100578170"
"LOC409493",2.19025939480571e-132,0.549898110023519,0.359,0.04,2.19201160232155e-128,"Neuron","LOC409493"
"LOC102654975",5.27601575706525e-132,0.752009087536646,0.958,0.783,5.28023656967091e-128,"Neuron","LOC102654975"
"LOC552414",1.55074824493696e-131,0.503234284516907,0.349,0.035,1.55198884353291e-127,"Neuron","LOC552414"
"LOC409282",1.76037667534252e-131,0.637229177268065,0.609,0.29,1.7617849766828e-127,"Neuron","LOC409282"
"LOC409192",9.21535306475223e-131,0.676671349818503,0.642,0.305,9.22272534720403e-127,"Neuron","LOC409192"
"LOC107964189",2.62816185971204e-130,0.570317027129588,0.461,0.128,2.63026438919981e-126,"Neuron","LOC107964189"
"LOC410577",5.94400743292478e-126,0.500668298447812,0.322,0.021,5.94876263887112e-122,"Neuron","LOC410577"
"LOC107966041",1.65638418387225e-125,0.538426588604226,0.352,0.043,1.65770929121934e-121,"Neuron","LOC107966041"
"LOC410375",1.8471496859228e-125,0.589365851575955,0.529,0.189,1.84862740567154e-121,"Neuron","LOC410375"
"LOC409182",2.58769005939311e-125,0.7246332021982,0.784,0.491,2.58976021144063e-121,"Neuron","LOC409182"
"LOC411664",1.25757833936831e-124,0.557299024256809,0.372,0.059,1.2585844020398e-120,"Neuron","LOC411664"
"LOC102656473",1.86089568158105e-124,0.521919732207252,0.335,0.034,1.86238439812632e-120,"Neuron","LOC102656473"
"LOC410449",3.37713050641144e-123,0.505016433062479,0.367,0.061,3.37983221081657e-119,"Neuron","LOC410449"
"LOC107966103",4.06525791968578e-123,1.0987699089001,0.75,0.564,4.06851012602153e-119,"Neuron","LOC107966103"
"LOC724251",1.23034057045102e-121,0.553151928822713,0.426,0.108,1.23132484290738e-117,"Neuron","LOC724251"
"LOC724299",1.33320360937007e-121,0.580060675017145,0.557,0.229,1.33427017225757e-117,"Neuron","LOC724299"
"LOC725157",7.11295283318625e-120,0.500321197026616,0.345,0.046,7.1186431954528e-116,"Neuron","LOC725157"
"LOC552261",9.78982979757838e-120,0.601905591311551,0.692,0.347,9.79766166141644e-116,"Neuron","LOC552261"
"LOC410637",1.67252374700751e-119,0.608909880605242,0.932,0.775,1.67386176600512e-115,"Neuron","LOC410637"
"LOC100577004",3.068183342134e-119,0.529998792416736,0.327,0.034,3.07063788880771e-115,"Neuron","LOC100577004"
"LOC408960",4.34621382791647e-118,0.659655170277852,0.653,0.3,4.34969079897881e-114,"Neuron","LOC408960"
"LOC726804",9.02655236341197e-118,0.761359902633991,0.858,0.67,9.0337736053027e-114,"Neuron","LOC726804"
"LOC725264",1.67748522241212e-117,0.663974038082538,0.406,0.088,1.67882721059005e-113,"Neuron","LOC725264"
"LOC726924",1.5663470319682e-116,0.652781920639315,0.876,0.667,1.56760010959378e-112,"Neuron","LOC726924"
"Glurb",2.09699225593456e-116,1.06334090784784,0.367,0.069,2.0986698497393e-112,"Neuron","Glurb"
"LOC725064",3.41908114478224e-116,0.470016489130396,0.316,0.03,3.42181640969806e-112,"Neuron","LOC725064"
"LOC727455",6.41892059763167e-116,0.616474143465678,0.699,0.411,6.42405573410977e-112,"Neuron","LOC727455"
"LOC494508",1.14849922446099e-115,0.587972961895327,0.536,0.225,1.14941802384056e-111,"Neuron","LOC494508"
"Rfwd3",1.98735360896048e-113,0.470406046557769,0.347,0.057,1.98894349184765e-109,"Neuron","Rfwd3"
"LOC102654286",4.00079916505055e-113,0.43977846585761,0.312,0.031,4.00399980438259e-109,"Neuron","LOC102654286"
"LOC102654533",4.84997126365693e-113,0.536752881233113,0.477,0.158,4.85385124066786e-109,"Neuron","LOC102654533"
"LOC413464",5.79832476104647e-113,0.623895392523132,0.465,0.152,5.80296342085531e-109,"Neuron","LOC413464"
"nAChRa3",1.25041805545231e-112,0.546154613045609,0.494,0.178,1.25141838989667e-108,"Neuron","nAChRa3"
"LOC102654335",1.74627371860162e-112,0.513499188173065,0.36,0.068,1.7476707375765e-108,"Neuron","LOC102654335"
"LOC413594",5.53517078237334e-111,0.507082672521655,0.347,0.061,5.53959891899924e-107,"Neuron","LOC413594"
"LOC408835",2.58135067518137e-110,0.534540771729452,0.341,0.056,2.58341575572152e-106,"Neuron","LOC408835"
"LOC100576591",1.41630930390998e-109,0.457580519684531,0.289,0.021,1.41744235135311e-105,"Neuron","LOC100576591"
"LOC726524",2.51545045480227e-109,0.528993294266565,0.963,0.872,2.51746281516611e-105,"Neuron","LOC726524"
"LOC726283",4.69686747677529e-109,0.628665525339278,0.427,0.126,4.70062497075671e-105,"Neuron","LOC726283"
"LOC100578031",7.7787504008248e-109,0.497898274473033,0.312,0.036,7.78497340114546e-105,"Neuron","LOC100578031"
"LOC725495",1.04264272443896e-108,0.466092079548848,0.308,0.035,1.04347683861851e-104,"Neuron","LOC725495"
"LOC409963",1.21488101241501e-108,0.432519700813291,0.751,0.441,1.21585291722494e-104,"Neuron","LOC409963"
"LOC725703",2.1927315008242e-108,0.405216850005927,0.28,0.016,2.19448568602486e-104,"Neuron","LOC725703"
"LOC408598",2.21694643194507e-108,0.436161973557608,0.328,0.048,2.21871998909062e-104,"Neuron","LOC408598"
"LOC726394",4.31991719218892e-108,0.493831549488592,0.365,0.077,4.32337312594267e-104,"Neuron","LOC726394"
"LOC100578382",2.15161422050759e-107,0.480722707521595,0.359,0.075,2.153335511884e-103,"Neuron","LOC100578382"
"LOC408844",4.10747840738323e-107,0.813762203847191,0.831,0.646,4.11076439010914e-103,"Neuron","LOC408844"
"LOC409643",1.00186537386919e-106,0.512178289154442,0.564,0.258,1.00266686616829e-102,"Neuron","LOC409643"
"LOC102655432",4.79803168383062e-106,0.478128980392107,0.417,0.123,4.80187010917769e-102,"Neuron","LOC102655432"
"LOC550799",4.97990864637955e-106,0.599649987025192,0.846,0.644,4.98389257329665e-102,"Neuron","LOC550799"
"LOC411814",2.03559523682131e-105,0.487155342418525,0.376,0.089,2.03722371301077e-101,"Neuron","LOC411814"
"LOC113218601",2.33850606088859e-104,1.0784380699732,0.822,0.732,2.3403768657373e-100,"Neuron","LOC113218601"
"LOC725946",2.7308123688432e-104,0.481608354784399,0.408,0.117,2.73299701873828e-100,"Neuron","LOC725946"
"LOC102654091",4.29941226066046e-104,0.428106415307362,0.304,0.038,4.30285179046899e-100,"Neuron","LOC102654091"
"LOC724613",6.13538652080383e-104,0.515302230877038,0.553,0.26,6.14029483002047e-100,"Neuron","LOC724613"
"LOC409933",1.37694302452201e-103,0.607576212804337,0.787,0.526,1.37804457894163e-99,"Neuron","LOC409933"
"LOC408841",1.78823565196487e-102,0.442135396585652,0.324,0.054,1.78966624048645e-98,"Neuron","LOC408841"
"LOC726456",1.9417025623113e-102,0.507754424999671,0.411,0.122,1.94325592436115e-98,"Neuron","LOC726456"
"LOC408894",3.51376623172696e-102,0.617814714344692,0.796,0.577,3.51657724471234e-98,"Neuron","LOC408894"
"LOC113219162",7.35634970777085e-102,0.424314743490564,0.293,0.032,7.36223478753706e-98,"Neuron","LOC113219162"
"LOC409323",1.36522571096546e-100,0.461437638714905,0.371,0.094,1.36631789153423e-96,"Neuron","LOC409323"
"LOC102655145",1.46622235706232e-100,0.472988067619994,0.36,0.083,1.46739533494797e-96,"Neuron","LOC102655145"
"LOC113219156",4.89169651539643e-100,0.482253172087287,0.291,0.035,4.89560987260875e-96,"Neuron","LOC113219156"
"LOC410831",1.18359737702821e-99,0.557915056043359,0.605,0.321,1.18454425492983e-95,"Neuron","LOC410831"
"LOC552693",2.7565028614628e-99,0.40765466652763,0.307,0.046,2.75870806375197e-95,"Neuron","LOC552693"
"LOC100576194",6.48253357314175e-99,0.407744077152438,0.277,0.026,6.48771960000027e-95,"Neuron","LOC100576194"
"LOC552021",1.19188258439262e-98,0.40126875291148,0.292,0.036,1.19283609046013e-94,"Neuron","LOC552021"
"LOC409185",2.17334558501682e-98,0.423412830760364,0.279,0.028,2.17508426148483e-94,"Neuron","LOC409185"
"LOC100578965",2.91999492842371e-98,0.616310669809033,0.318,0.056,2.92233092436645e-94,"Neuron","LOC100578965"
"LOC551927",3.27116456475898e-98,0.403599246408649,0.275,0.025,3.27378149641078e-94,"Neuron","LOC551927"
"LOC724745",3.8775983253643e-97,0.496994201082695,0.268,0.021,3.88070040402459e-93,"Neuron","LOC724745"
"LOC100576439",5.66014087305028e-97,0.495312419293195,0.496,0.208,5.66466898574872e-93,"Neuron","LOC100576439"
"LOC100578298",8.86767708919348e-97,0.434740855851186,0.373,0.1,8.87477123086483e-93,"Neuron","LOC100578298"
"LOC724831",1.12405701731393e-96,0.543152145801832,0.43,0.151,1.12495626292778e-92,"Neuron","LOC724831"
"LOC550921",2.42322160973101e-96,0.56230299904139,0.794,0.565,2.4251601870188e-92,"Neuron","LOC550921"
"LOC408916",4.44154091646552e-96,0.391808170595448,0.276,0.029,4.44509414919869e-92,"Neuron","LOC408916"
"LOC410379",4.45341997758471e-96,0.513141807857778,0.443,0.156,4.45698271356678e-92,"Neuron","LOC410379"
"LOC102654715",7.76594263738134e-96,0.412574871626361,0.261,0.019,7.77215539149124e-92,"Neuron","LOC102654715"
"LOC552721",8.21608808350157e-96,0.849374956503133,0.495,0.238,8.22266095396837e-92,"Neuron","LOC552721"
"LOC552577",1.04681296818438e-94,0.400467276267454,0.273,0.027,1.04765041855893e-90,"Neuron","LOC552577"
"LOC725895",2.58848514142361e-93,0.436891241115039,0.808,0.57,2.59055592953675e-89,"Neuron","LOC725895"
"LOC113218647",1.22091680131442e-92,0.378035712980832,0.258,0.021,1.22189353475547e-88,"Neuron","LOC113218647"
"LOC409286",2.24654091257856e-92,0.578591205347335,0.923,0.77,2.24833814530862e-88,"Neuron","LOC409286"
"LOC408351",2.51593862192046e-92,0.51321489465006,0.582,0.31,2.517951372818e-88,"Neuron","LOC408351"
"LOC724787",6.1673528893536e-92,0.463985608136193,0.443,0.165,6.17228677166509e-88,"Neuron","LOC724787"
"LOC725765",1.0802788020268e-91,0.44016949311055,0.29,0.044,1.08114302506842e-87,"Neuron","LOC725765"
"LOC100576215",1.34199735563107e-91,0.419592925012101,0.277,0.036,1.34307095351557e-87,"Neuron","LOC100576215"
"LOC551731",2.11718568635977e-91,0.505175500049797,0.737,0.494,2.11887943490886e-87,"Neuron","LOC551731"
"LOC409435",6.006441429512e-90,0.565225515150411,0.757,0.542,6.01124658265561e-86,"Neuron","LOC409435"
"LOC551464",1.7397466574509e-89,0.388148544847722,0.289,0.046,1.74113845477687e-85,"Neuron","LOC551464"
"EphR",2.15281278740961e-89,0.45932651268822,0.437,0.163,2.15453503763954e-85,"Neuron","EphR"
"LOC410371",1.2679049549667e-88,0.620789565862716,0.71,0.511,1.26891927893067e-84,"Neuron","LOC410371"
"LOC726045",1.46776766889523e-88,0.501281654669905,0.474,0.201,1.46894188303035e-84,"Neuron","LOC726045"
"LOC726476",1.91657140599698e-88,0.453667465345614,0.402,0.135,1.91810466312177e-84,"Neuron","LOC726476"
"LOC107964805",2.00886821986488e-88,0.431141794215153,0.365,0.099,2.01047531444078e-84,"Neuron","LOC107964805"
"LOC100578660",3.28425876739108e-88,0.448316879497773,0.497,0.22,3.28688617440499e-84,"Neuron","LOC100578660"
"LOC411154",5.64575537499439e-88,0.527141509980614,0.643,0.4,5.65027197929439e-84,"Neuron","LOC411154"
"LOC409559",7.74860271468626e-88,0.390006307031186,0.286,0.047,7.75480159685801e-84,"Neuron","LOC409559"
"LOC411490",2.53732036213298e-87,0.525206527532919,0.7,0.445,2.53935021842269e-83,"Neuron","LOC411490"
"LOC409902",2.54753647734931e-87,0.526138318792502,0.769,0.563,2.54957450653119e-83,"Neuron","LOC409902"
"LOC412739",1.39601590500547e-85,0.472213420571245,0.417,0.154,1.39713271772947e-81,"Neuron","LOC412739"
"LOC100578239",1.62047973623385e-85,0.390586150926685,0.272,0.04,1.62177612002284e-81,"Neuron","LOC100578239"
"LOC551780",1.72749665872096e-85,0.388182295258076,0.276,0.043,1.72887865604794e-81,"Neuron","LOC551780"
"LOC727649",2.40996172895336e-85,0.37359923234142,0.268,0.037,2.41188969833652e-81,"Neuron","LOC727649"
"LOC726460",3.04616484917875e-85,0.358815592780328,0.268,0.038,3.04860178105809e-81,"Neuron","LOC726460"
"LOC727647",4.51063440056421e-85,0.643757819291428,0.433,0.177,4.51424290808466e-81,"Neuron","LOC727647"
"LOC413153",6.15081085498975e-85,1.09424922440714,0.56,0.324,6.15573150367374e-81,"Neuron","LOC413153"
"LOC410161",1.68442892466111e-84,0.479703257502273,0.914,0.776,1.68577646780084e-80,"Neuron","LOC410161"
"LOC410624",5.08774828723013e-84,0.454432473020312,0.271,0.04,5.09181848585992e-80,"Neuron","LOC410624"
"LOC100578418",7.59995810142581e-84,0.366168911666773,0.276,0.045,7.60603806790695e-80,"Neuron","LOC100578418"
"LOC411371",1.01265677004985e-83,0.410236898517504,0.351,0.103,1.01346689546589e-79,"Neuron","LOC411371"
"LOC410922",2.31245408411934e-83,0.515514852074149,0.634,0.384,2.31430404738663e-79,"Neuron","LOC410922"
"LOC102654994",2.50504958032091e-83,0.394178518572916,0.3,0.062,2.50705361998517e-79,"Neuron","LOC102654994"
"LOC410097",6.32946428518984e-83,0.480879163797673,0.45,0.193,6.33452785661799e-79,"Neuron","LOC410097"
"LOC411599",9.90529097262973e-83,0.500240547223538,0.316,0.078,9.91321520540783e-79,"Neuron","LOC411599"
"LOC725294",4.33070267241932e-82,0.571031741878494,0.589,0.336,4.33416723455725e-78,"Neuron","LOC725294"
"LOC100578168",1.31073177825053e-81,0.430617741889669,0.252,0.032,1.31178036367313e-77,"Neuron","LOC100578168"
"LOC413995",2.73669768292118e-81,0.517938392315655,0.349,0.105,2.73888704106751e-77,"Neuron","LOC413995"
"LOC408988",3.32390476100061e-81,0.390523910616894,0.275,0.046,3.32656388480941e-77,"Neuron","LOC408988"
"LOC552552",5.67035257664362e-81,0.365391407687731,0.281,0.053,5.67488885870494e-77,"Neuron","LOC552552"
"LOC113218848",2.5321619788577e-80,0.36887803061175,0.252,0.033,2.53418770844078e-76,"Neuron","LOC113218848"
"Fem",4.05892788532842e-80,0.484264756853424,0.671,0.443,4.06217502763668e-76,"Neuron","Fem"
"LOC726681",4.87709741490816e-80,0.340760961386782,0.25,0.033,4.88099909284009e-76,"Neuron","LOC726681"
"LOC409322",4.92856752884841e-80,0.46508673818434,0.736,0.525,4.93251038287149e-76,"Neuron","LOC409322"
"LOC727399",3.43560657678283e-79,0.672659198890263,0.722,0.485,3.43835506204426e-75,"Neuron","LOC727399"
"LOC551859",4.2002527961706e-79,0.498338025239773,0.426,0.182,4.20361299840754e-75,"Neuron","LOC551859"
"NLG-4",4.33343992158958e-79,0.467195005270917,0.259,0.04,4.33690667352685e-75,"Neuron","NLG-4"
"LOC408902",6.59770036251935e-79,0.396616117462665,0.308,0.076,6.60297852280937e-75,"Neuron","LOC408902"
"LOC412401",2.04763385367161e-78,0.519379097235865,0.804,0.608,2.04927196075455e-74,"Neuron","LOC412401"
"LOC413030",2.83856484333634e-78,0.401902654865073,0.294,0.067,2.84083569521101e-74,"Neuron","LOC413030"
"LOC100577307",1.82718319166495e-77,0.385224142247274,0.506,0.221,1.82864493821828e-73,"Neuron","LOC100577307"
"LOC100576882",3.32578454222937e-77,0.579595074164606,0.61,0.377,3.32844516986315e-73,"Neuron","LOC100576882"
"LOC409358",9.80650914575101e-77,0.368172735190118,0.321,0.088,9.81435435306762e-73,"Neuron","LOC409358"
"LOC552309",3.64066305178274e-76,0.452956824628154,0.568,0.325,3.64357558222416e-72,"Neuron","LOC552309"
"LOC413171",1.24081437478185e-75,0.418631817206762,0.327,0.094,1.24180702628167e-71,"Neuron","LOC413171"
"LOC408595",1.41326585224412e-75,0.349373811726114,0.326,0.09,1.41439646492592e-71,"Neuron","LOC408595"
"LOC724999",3.03559469252855e-75,0.39535837682423,0.345,0.113,3.03802316828257e-71,"Neuron","LOC724999"
"LOC107964314",1.34207765798731e-74,0.446538383388103,0.302,0.081,1.3431513201137e-70,"Neuron","LOC107964314"
"LOC550801",1.36289497532987e-74,0.332914091104649,0.254,0.042,1.36398529131013e-70,"Neuron","LOC550801"
"LOC413024",2.05564055162534e-74,0.390735437866708,0.317,0.088,2.05728506406664e-70,"Neuron","LOC413024"
"LOC725548",6.21889235331898e-74,0.461243195309838,0.439,0.195,6.22386746720163e-70,"Neuron","LOC725548"
"LOC726238",9.64849129263443e-74,0.522556783275533,0.832,0.669,9.65621008566854e-70,"Neuron","LOC726238"
"LOC410316",9.71896330815936e-74,0.415983771005802,0.502,0.26,9.72673847880589e-70,"Neuron","LOC410316"
"LOC409969",2.43544556098743e-73,0.427491583577877,0.603,0.365,2.43739391743622e-69,"Neuron","LOC409969"
"LOC113218664",3.24415556222861e-73,0.4510525594767,0.609,0.383,3.24675088667839e-69,"Neuron","LOC113218664"
"LOC100577872",1.32127222454716e-72,0.412705687051572,0.385,0.15,1.32232924232679e-68,"Neuron","LOC100577872"
"LOC412299",1.56113273280507e-72,0.368110802767712,0.318,0.092,1.56238163899131e-68,"Neuron","LOC412299"
"LOC408966",2.06097943740359e-72,0.49439449528472,0.621,0.388,2.06262822095351e-68,"Neuron","LOC408966"
"LOC102656283",2.55949380218915e-72,0.420498676252242,0.594,0.352,2.5615413972309e-68,"Neuron","LOC102656283"
"LOC410514",6.01084144443805e-72,0.521816513807539,0.405,0.173,6.0156501175936e-68,"Neuron","LOC410514"
"LOC411570",2.17471691529339e-71,0.530940515338359,0.336,0.113,2.17645668882562e-67,"Neuron","LOC411570"
"LOC409367",2.34209957001811e-71,0.392510874750813,0.273,0.062,2.34397324967413e-67,"Neuron","LOC409367"
"LOC409588",3.10341439436548e-71,0.30780091241284,0.499,0.237,3.10589712588097e-67,"Neuron","LOC409588"
"LOC726829",5.11035776875113e-71,0.484752968607298,0.321,0.096,5.11444605496613e-67,"Neuron","LOC726829"
"LOC113218523",8.86041630574735e-71,0.437899268251291,0.325,0.103,8.86750463879195e-67,"Neuron","LOC113218523"
"LOC408896",6.20171724803539e-70,0.685351238795829,0.4,0.167,6.20667862183382e-66,"Neuron","LOC408896"
"LOC724518",7.440315395454e-70,0.481086127807984,0.276,0.065,7.44626764777036e-66,"Neuron","LOC724518"
"LOC113218923",2.17274682501671e-69,0.398596359827692,0.338,0.111,2.17448502247672e-65,"Neuron","LOC113218923"
"LOC413977",7.71676995398278e-69,0.53394560343587,0.574,0.349,7.72294336994597e-65,"Neuron","LOC413977"
"LOC409424",3.15100055033363e-68,0.36019651639701,0.309,0.091,3.1535213507739e-64,"Neuron","LOC409424"
"LOC412924",4.461233231171e-68,0.364996049926036,0.357,0.132,4.46480221775594e-64,"Neuron","LOC412924"
"LOC410851",7.48970573673535e-68,0.370820494141236,0.299,0.086,7.49569750132474e-64,"Neuron","LOC410851"
"LOC102655243",1.10383764697121e-67,0.438733710138963,0.416,0.184,1.10472071708879e-63,"Neuron","LOC102655243"
"LOC727596",2.4056737614319e-67,0.346676631518553,0.266,0.062,2.40759830044105e-63,"Neuron","LOC727596"
"LOC551214",3.53414517476143e-67,0.337047124687633,0.298,0.086,3.53697249090124e-63,"Neuron","LOC551214"
"LOC725243",2.67773768465932e-65,0.414373173286,0.262,0.061,2.67987987480705e-61,"Neuron","LOC725243"
"LOC408546",2.81448578336651e-65,0.450429598476385,0.483,0.264,2.8167373719932e-61,"Neuron","LOC408546"
"LOC408562",4.73213799246253e-65,0.399620070238952,0.444,0.214,4.7359237028565e-61,"Neuron","LOC408562"
"SIFR",5.51298689854036e-65,0.417683504746553,0.251,0.053,5.51739728805919e-61,"Neuron","SIFR"
"LOC409634",7.87371504488059e-65,0.391023742003688,0.381,0.16,7.88001401691649e-61,"Neuron","LOC409634"
"LOC107965406",2.0379815275806e-64,0.433501247605646,0.509,0.283,2.03961191280267e-60,"Neuron","LOC107965406"
"LOC725046",2.07667068372228e-64,0.368827569912351,0.259,0.061,2.07833202026926e-60,"Neuron","LOC725046"
"LOC408826",3.5278753412021e-64,0.408760268458265,0.388,0.165,3.53069764147506e-60,"Neuron","LOC408826"
